city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Bridgeport,CT,Connecticut,9001,Fairfield,41.1909,-73.1958,934289,145936,3508,polygon,TRUE,America/New_York,06605 06604 06607 06606 06608 06610 06601 06602 06673 06699,1840004836
Buffalo,NY,New York,36029,Erie,42.9016,-78.8487,920136,256902,2456,polygon,TRUE,America/New_York,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14231 14233 14240 14241 14260 14263 14264 14265 14267 14269 14270 14272 14273 14276 14280,1840000386
Hartford,CT,Connecticut,9003,Hartford,41.7661,-72.6834,913587,123243,2737,polygon,TRUE,America/New_York,06106 06105 06103 06120 06112 06160 06114 06101 06102 06104 06115 06123 06126 06132 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06153 06154 06155 06156 06161 06167 06176 06180 06183 06199,1840004773
Tucson,AZ,Arizona,4019,Pima,32.1558,-110.8777,860333,530706,887,polygon,TRUE,America/Phoenix,85705 85707 85706 85756 85723 85726 85724 85701 85708 85748 85745 85747 85716 85714 85715 85712 85713 85710 85711 85719 85730 85702 85703 85709 85717 85720 85721 85722 85725 85731 85732 85738 85751 85754 85775,1840022101
Fort Worth,TX,Texas,48439,Tarrant,32.7813,-97.3466,854113,854113,968,polygon,TRUE,America/Chicago,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76103 76102 76155 76106 76053 76052 76123 76120 76244 76006 76008 76179 76177 76036 76140 76262 76127 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76101 76113 76121 76122 76124 76130 76136 76147 76150 76161 76162 76163 76166 76181 76185 76191 76192 76193 76195 76196 76197 76198 76199,1840020696
El Paso,TX,Texas,48141,El Paso,31.8478,-106.431,845059,683080,1027,polygon,TRUE,America/Denver,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79918 79923 79926 79929 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88510 88511 88512 88513 88514 88515 88517 88518 88519 88520 88521 88523 88524 88525 88526 88527 88528 88529 88530 88531 88532 88533 88534 88535 88536 88538 88539 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88587 88588 88589 88590 88595,1840023252
Honolulu,HI,Hawaii,15003,Honolulu,21.3293,-157.846,836995,351792,2244,polygon,TRUE,Pacific/Honolulu,96859 96850 96815 96819 96818 96822 96826 96813 96814 96817 96816 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96824 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898,1840013305
McAllen,TX,Texas,48215,Hidalgo,26.2203,-98.2457,798187,142212,1113,polygon,TRUE,America/Chicago,78504 78503 78501 78502 78505,1840021024
Omaha,NE,Nebraska,31055,Douglas,41.2634,-96.0453,792463,446970,1295,polygon,TRUE,America/Chicago,68116 68118 68106 68107 68105 68108 68178 68111 68122 68127 68124 68110 68112 68114 68117 68022 68132 68144 68137 68135 68134 68131 68130 68102 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68198,1840009315
Albuquerque,NM,New Mexico,35001,Bernalillo,35.1055,-106.6476,759517,559277,1147,polygon,TRUE,America/Denver,87121 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87120 87101 87103 87115 87119 87125 87131 87151 87153 87154 87158 87176 87181 87184 87185 87187 87190 87191 87192 87193 87194 87195 87196 87197 87198 87199,1840019176
Birmingham,AL,Alabama,1073,Jefferson,33.5276,-86.7986,749299,212157,560,polygon,TRUE,America/Chicago,35218 35214 35215 35217 35210 35211 35212 35213 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35243 35254 35068 35061 35234 35235 35233 35142 35201 35202 35219 35220 35231 35232 35236 35237 35238 35246 35249 35253 35255 35259 35260 35261 35266 35270 35282 35283 35285 35287 35288 35290 35291 35292 35293 35294 35295 35296 35297 35298,1840006507
Dayton,OH,Ohio,39113,Montgomery,39.7798,-84.1999,718772,140489,974,polygon,TRUE,America/New_York,45432 45402 45403 45406 45404 45405 45409 45428 45420 45424 45410 45414 45417 45419 45377 45401 45412 45413 45422 45423 45435 45437 45441 45448 45469 45470 45475 45479 45481 45482 45490,1840034249
Rochester,NY,New York,36055,Monroe,43.1681,-77.6162,714852,208880,2253,polygon,TRUE,America/New_York,14608 14609 14606 14605 14607 14604 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14652 14653 14692 14694,1840000373
Sarasota,FL,Florida,12115,Sarasota,27.3391,-82.5439,701487,56610,1488,polygon,TRUE,America/New_York,34237 34232 34234 34236 34239 34230 34276 34277 34278,1840015988
Fresno,CA,California,6019,Fresno,36.7834,-119.7933,690895,522053,1774,polygon,TRUE,America/Los_Angeles,93721 93730 93650 93702 93703 93701 93706 93704 93705 93728 93720 93722 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93740 93744 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840020319
Allentown,PA,Pennsylvania,42077,Lehigh,40.5962,-75.4756,678169,120443,2650,polygon,TRUE,America/New_York,18105 18104 18101 18103 18102 18109,1840001044
Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9037,674211,403090,790,polygon,TRUE,America/Chicago,74133 74130 74137 74135 74132 74136 74134 74145 74127 74110 74112 74114 74115 74117 74119 74015 74129 74128 74120 74126 74116 74107 74105 74104 74103 74146 74106 74108 74101 74102 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74157 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193,1840021672
Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,649437,128726,1627,polygon,TRUE,America/Los_Angeles,94518 94519 94521 94520 94522 94524 94527,1840018905
Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,625300,154074,1866,polygon,TRUE,America/New_York,01151 01118 01119 01199 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01144 01152,1840000466
Colorado Springs,CO,Colorado,8041,El Paso,38.8673,-104.7605,624789,465101,919,polygon,TRUE,America/Denver,80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80912 80931 80932 80933 80934 80935 80936 80937 80941 80942 80944 80946 80947 80949 80950 80960 80962 80970 80977 80995 80997,1840018825
Cape Coral,FL,Florida,12071,Lee,26.644,-81.9961,617896,179804,657,polygon,TRUE,America/New_York,33914 33991 33990 33993 33909 33904 33910 33915,1840015130
Charleston,SC,South Carolina,45019,Charleston,32.8137,-79.9643,613847,134385,475,polygon,TRUE,America/New_York,29414 29424 29455 29407 29401 29403 29409 29492 29412 29402 29413 29415 29416 29417 29422 29425 29457,1840015163
Mission Viejo,CA,California,6059,Orange,33.6095,-117.655,602851,96396,2103,polygon,TRUE,America/Los_Angeles,92692 92691 92690,1840020580
Albany,NY,New York,36001,Albany,42.6664,-73.7987,596419,98111,1771,polygon,TRUE,America/New_York,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12212 12214 12220 12223 12224 12225 12226 12227 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12247 12248 12249 12250 12255 12257 12260 12261 12288,1840000417
Grand Rapids,MI,Michigan,26081,Kent,42.9615,-85.6557,595467,196445,1707,polygon,TRUE,America/Detroit,49546 49506 49505 49507 49504 49503 49508 49501 49502 49510 49514 49515 49516 49518 49523 49530 49555 49560 49588 49599,1840002928
Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.4422,-91.1314,589675,227715,1023,polygon,TRUE,America/Chicago,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70826 70827 70831 70833 70835 70837 70873 70874 70879 70884 70891 70892 70893 70894 70895 70896 70898,1840013941
Knoxville,TN,Tennessee,47093,Knox,35.969,-83.9498,581787,186239,729,polygon,TRUE,America/New_York,37909 37902 37924 37920 37921 37922 37923 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37929 37930 37933 37939 37940 37950 37995 37996 37997 37998,1840014486
Ogden,UT,Utah,49057,Weber,41.2281,-111.9677,571457,86701,1230,polygon,TRUE,America/Denver,84404 84401 84403 84201 84244 84407 84408 84409 84415,1840020135
Columbia,SC,South Carolina,45079,Richland,34.0366,-80.9043,571249,134309,388,polygon,TRUE,America/New_York,29205 29202 29203 29201 29207 29208 29209 29212 29225 29210 29229 29147 29206 29204 29211 29214 29215 29216 29217 29218 29219 29220 29221 29222 29224 29226 29227 29228 29230 29240 29250 29260 29290 29292,1840014730
Bakersfield,CA,California,6029,Kern,35.3528,-119.0354,567585,376380,977,polygon,TRUE,America/Los_Angeles,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93384 93385 93387 93389 93390,1840019148
Akron,OH,Ohio,39153,Summit,41.0802,-81.5219,565311,197633,1230,polygon,TRUE,America/New_York,44306 44307 44304 44305 44302 44303 44301 44308 44320 44314 44311 44310 44313 44312 44309 44315 44316 44317 44325 44326 44328 44334 44372 44396 44398,1840000791
New Haven,CT,Connecticut,9009,New Haven,41.3112,-72.9245,563460,129934,2684,polygon,TRUE,America/New_York,06519 06511 06510 06513 06512 06515 06501 06502 06503 06504 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06537 06538 06540,1840004850
Provo,UT,Utah,49049,Utah,40.2458,-111.6457,501690,116868,1083,polygon,TRUE,America/Denver,84604 84606 84601 84602 84603 84605,1840020174
Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,495856,184508,1906,polygon,TRUE,America/New_York,01604 01610 01608 01609 01602 01603 01605 01606 01607 01601 01613 01614 01615 01653 01655,1840000434
Toledo,OH,Ohio,39095,Lucas,41.6639,-83.582,492237,278508,1332,polygon,TRUE,America/New_York,43615 43611 43613 43612 43614 43608 43606 43607 43610 43604 43605 43609 43620 43623 43601 43603 43635 43652 43654 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,1840000572
Mesa,AZ,Arizona,4013,Maricopa,33.4016,-111.718,484587,484587,1357,polygon,TRUE,America/Phoenix,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277,1840020566
Palm Bay,FL,Florida,12009,Brevard,27.9861,-80.6628,483098,110104,646,polygon,TRUE,America/New_York,32909 32908 32905 32907 32906 32910 32911,1840015094
Wichita,KS,Kansas,20173,Sedgwick,37.6894,-97.344,482205,389902,942,polygon,TRUE,America/Chicago,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,1840001686
Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6104,476689,215472,935,polygon,TRUE,America/Chicago,50309 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311 50312 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50333 50334 50335 50336 50339 50340 50359 50360 50361 50362 50363 50364 50367 50368 50369 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,1840007069
Murrieta,CA,California,6065,Riverside,33.572,-117.1909,476630,111674,1283,polygon,TRUE,America/Los_Angeles,92563 92562,1840020553
Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,476015,476015,3155,polygon,TRUE,America/New_York,10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314,1840034032
Long Beach,CA,California,6037,Los Angeles,33.8059,-118.161,470130,470130,3607,polygon,TRUE,America/Los_Angeles,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90834 90835 90840 90842 90844 90846 90847 90848 90853 90899,1840020490
Greenville,SC,South Carolina,45045,Greenville,34.8364,-82.3649,462640,67453,900,polygon,TRUE,America/New_York,29614 29607 29605 29601 29609 29602 29603 29604 29606 29608 29610 29612 29616,1840013501
Little Rock,AR,Arkansas,5119,Pulaski,34.7255,-92.3584,442554,198541,645,polygon,TRUE,America/Chicago,72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72203 72214 72215 72216 72217 72219 72221 72222 72225 72231 72255 72260 72295,1840015509
Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,438995,48904,2322,polygon,TRUE,America/New_York,17101 17102 17103 17104 17120 17110 17105 17106 17107 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130 17140 17177,1840001288
Madison,WI,Wisconsin,55025,Dane,43.0809,-89.3921,434967,252551,1268,polygon,TRUE,America/Chicago,53706 53704 53705 53703 53714 53726 53792 53719 53718 53715 53717 53716 53711 53713 53701 53707 53708 53725 53744 53774 53777 53778 53779 53782 53783 53784 53785 53786 53788 53789 53790 53791 53793 53794,1840002915
Denton,TX,Texas,48121,Denton,33.2165,-97.1411,432200,133808,554,polygon,TRUE,America/Chicago,76207 76205 76201 76208 76209 76210 76259 76202 76203 76204 76206,1840019390
Reno,NV,Nevada,32031,Washoe,39.5487,-119.8486,427007,245255,882,polygon,TRUE,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89519 89512 89504 89505 89507 89513 89515 89520 89533 89555 89557 89570 89595 89599,1840020121
Port Saint Lucie,FL,Florida,12111,St. Lucie,27.2795,-80.3882,422966,185132,602,polygon,TRUE,America/New_York,34986 34984 34983 34987 34952 34953 34985 34988,1840015119
Oakland,CA,California,6001,Alameda,37.7903,-122.2165,420005,420005,2901,polygon,TRUE,America/Los_Angeles,94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94608 94605 94609 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666,1840020296
Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.261,412490,242203,705,polygon,TRUE,America/New_York,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27010 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199,1840015324
Syracuse,NY,New York,36067,Onondaga,43.0409,-76.1438,407208,143378,2210,polygon,TRUE,America/New_York,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13220 13221 13225 13235 13244 13250 13251 13252 13261,1840000378
Chattanooga,TN,Tennessee,47065,Hamilton,35.0657,-85.2488,403618,177571,479,polygon,TRUE,America/New_York,37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37422 37424 37450,1840014569
Indio,CA,California,6065,Riverside,33.7346,-116.2347,402166,88488,1028,polygon,TRUE,America/Los_Angeles,92241 92201 92203,1840019304
Lancaster,PA,Pennsylvania,42071,Lancaster,40.0421,-76.3012,401205,59218,3163,polygon,TRUE,America/New_York,17603 17602 17601 17604 17605 17607 17608 17622 17699,1840003718
Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,400936,215973,1213,polygon,TRUE,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260,1840021093
Durham,NC,North Carolina,37063,Durham,35.9801,-78.9045,400379,263016,929,polygon,TRUE,America/New_York,27701 27703 27704 27707 27709 27705 27712 27713 27702 27706 27708 27710 27711 27715 27717 27722,1840013364
Palm Coast,FL,Florida,12035,Flagler,29.5403,-81.2468,395224,85109,346,polygon,TRUE,America/New_York,32164 32137 32135 32142 32143,1840015064
Arlington,TX,Texas,48439,Tarrant,32.6998,-97.1251,392772,392772,1581,polygon,TRUE,America/Chicago,76040 76006 76001 76002 76018 76013 76012 76011 76010 76017 76016 76015 76014 76003 76004 76005 76007 76019 76094 76096,1840019422
Poughkeepsie,NY,New York,36027,Dutchess,41.6949,-73.921,391552,30267,2271,polygon,TRUE,America/New_York,12601 12603 12602,1840000500
Stockton,CA,California,6077,San Joaquin,37.9766,-121.3111,390117,307072,1922,polygon,TRUE,America/Los_Angeles,95212 95210 95211 95219 95209 95205 95207 95206 95202 95204 95203 95201 95267 95269 95296 95297,1840021517
Augusta,GA,Georgia,13245,Richmond,33.3644,-82.0708,389215,197081,251,polygon,TRUE,America/New_York,30912 30815 30812 30907 30906 30904 30901 30909 30905 30805 30914 30916 30917 30919 30999,1840029462
Scranton,PA,Pennsylvania,42069,Lackawanna,41.4043,-75.6649,387448,77291,1179,polygon,TRUE,America/New_York,18509 18508 18505 18507 18510 18503 18504 18501 18502 18515 18540 18577,1840003389
Oxnard,CA,California,6111,Ventura,34.1961,-119.1821,385837,207906,2984,polygon,TRUE,America/Los_Angeles,93035 93036 93030 93033 93031 93032 93034,1840020474
Bonita Springs,FL,Florida,12071,Lee,26.3557,-81.7859,382869,54198,545,polygon,TRUE,America/New_York,33931 34135 34134 34133 34136,1840014227
Boise,ID,Idaho,16001,Ada,43.5991,-116.2306,379410,223154,1070,polygon,TRUE,America/Boise,83703 83702 83709 83706 83705 83704 83716 83712 83713 83701 83708 83715 83717 83720 83722 83724 83725 83728 83729 83735 83756 83799,1840027142
Modesto,CA,California,6099,Stanislaus,37.6371,-121.003,377755,212175,1831,polygon,TRUE,America/Los_Angeles,95358 95356 95355 95354 95351 95350 95352 95353 95397,1840020287
Youngstown,OH,Ohio,39099,Mahoning,41.0994,-80.6463,372039,64312,731,polygon,TRUE,America/New_York,44502 44503 44504 44505 44506 44507 44509 44511 44510 44501 44513 44555,1840003563
Kissimmee,FL,Florida,12097,Osceola,28.3042,-81.4164,365099,69369,1287,polygon,TRUE,America/New_York,34741 34743 34746 34744 34742 34745,1840015109
Aurora,CO,Colorado,8001,Adams,39.7085,-104.7274,361710,361710,909,polygon,TRUE,America/Denver,80247 80045 80137 80018 80019 80016 80017 80014 80015 80012 80013 80010 80011 80040 80041 80042 80044 80046 80047,1840018794
